,ACCT_ID_M,CHURN_DATE,CHURNED,CHURNED_30,CHURNED_90
2347687,22397173,,0,0,0
1893322,24573421,,0,0,0
1921124,22364959,,0,0,0
2018400,25582859,,0,0,0
897466,17424409,,0,0,0
2160206,6928859,,0,0,0
17252,14748097,,0,0,0
812582,8263807,,0,0,0
382368,21260269,,0,0,0
1282630,11031083,,0,0,0
683271,25272495,,0,0,0
808217,25301937,,0,0,0
1204404,20610483,,0,0,0
1818453,23961987,,0,0,0
1354535,16616591,,0,0,0
1696990,22087385,,0,0,0
1278264,24150839,,0,0,0
2055583,24663509,,0,0,0
527666,22672717,,0,0,0
1289494,8512713,,0,0,0
1281416,21899267,,0,0,0
1646436,19428363,,0,0,0
14920,4784423,,0,0,0
996585,3151783,,0,0,0
153045,8855475,,0,0,0
2248314,19716763,,0,0,0
1997313,2671741,,0,0,0
2273675,4444439,,0,0,0
1593156,2561245,,0,0,0
1323469,23635497,,0,0,0
791269,24380325,,0,0,0
1537616,19109137,,0,0,0
1659666,50467,,0,0,0
50778,14571911,,0,0,0
1713534,18939329,,0,0,0
1855649,22887097,,0,0,0
656413,7317693,,0,0,0
423056,25444023,,0,0,0
1786689,19918051,,0,0,0
1321194,23951377,,0,0,0
586756,25331705,,0,0,0
2031240,20619589,,0,0,0
319509,7545909,,0,0,0
330531,24770999,,0,0,0
1765018,24328809,,0,0,0
66994,17114921,,0,0,0
990985,25042051,,0,0,0
1578774,23977363,,0,0,0
1209723,11902903,,0,0,0
70792,10307461,,0,0,0
2078336,24819941,,0,0,0
798353,4037269,,0,0,0
133292,25406525,,0,0,0
2123291,303869,,0,0,0
1228551,11569185,,0,0,0
1027330,25268221,,0,0,0
1748838,20264077,,0,0,0
1625744,5492477,,0,0,0
1223504,8188583,,0,0,0
1582329,23377203,,0,0,0
162229,16372729,,0,0,0
1870162,5144571,,0,0,0
1223679,4479593,,0,0,0
2315641,25314801,,0,0,0
1404169,4914147,,0,0,0
664445,25353253,,0,0,0
770061,25369915,,0,0,0
1179781,14985277,,0,0,0
1484560,18678131,,0,0,0
599240,18674481,,0,0,0
701709,23642641,,0,0,0
941641,11360639,,0,0,0
2075630,23528101,,0,0,0
976516,25298189,,0,0,0
1219782,15797213,,0,0,0
857310,2620187,,0,0,0
1503206,7217809,,0,0,0
1715101,16039229,,0,0,0
903163,25272245,,0,0,0
1252157,24979367,,0,0,0
1182849,16254385,,0,0,0
1958819,14081685,,0,0,0
516747,23021357,,0,0,0
1374205,18783679,,0,0,0
472928,18012085,,0,0,0
863776,23647607,,0,0,0
38621,25207057,,0,0,0
1836737,24896465,,0,0,0
1671772,24721407,,0,0,0
1500448,20009643,,0,0,0
2192252,18749025,,0,0,0
1779244,23390125,,0,0,0
1579078,25093649,,0,0,0
1080874,813537,,0,0,0
1461323,16567019,,0,0,0
1018118,23067457,,0,0,0
320868,18688537,,0,0,0
1038508,19804337,,0,0,0
219124,21864351,,0,0,0
110360,24916287,,0,0,0
162360,22509753,,0,0,0
1147496,18698599,,0,0,0
1487447,23694303,,0,0,0
1460846,676469,,0,0,0
1530739,11662085,,0,0,0
556699,2861933,,0,0,0
1627805,9385841,,0,0,0
889652,21442027,,0,0,0
894047,5935181,,0,0,0
2063637,1721331,,0,0,0
900302,24901877,,0,0,0
736897,23696801,,0,0,0
1948759,24174965,,0,0,0
2312825,23031655,,0,0,0
733108,16647507,,0,0,0
333593,24836465,,0,0,0
2287279,16134971,,0,0,0
1574618,4528239,,0,0,0
2091200,19262377,,0,0,0
1582615,7056305,,0,0,0
169031,24988743,,0,0,0
206997,17192367,,0,0,0
283530,11444193,,0,0,0
2305732,1714019,,0,0,0
2096214,24937441,,0,0,0
1146844,9902893,,0,0,0
1764515,23690275,,0,0,0
198015,4457749,,0,0,0
552942,24666429,,0,0,0
1646208,12688259,,0,0,0
1769908,20868155,,0,0,0
247669,15756907,2018-01-11 00:00:00,0,0,0
599510,5917191,,0,0,0
2252794,1036531,,0,0,0
1107843,22685613,,0,0,0
1504555,25102159,,0,0,0
1675026,12305881,,0,0,0
1438843,9373425,,0,0,0
2170728,2233041,,0,0,0
1810853,8713035,2011-06-15 00:00:00,0,0,0
2260081,22686839,,0,0,0
828060,24474899,,0,0,0
1549918,19661571,,0,0,0
290538,10139433,,0,0,0
1469437,25469185,,0,0,0
1415380,23584665,,0,0,0
1316366,8996999,,0,0,0
1210374,15913039,,0,0,0
984267,13412911,,0,0,0
506227,19087347,,0,0,0
1588726,21202311,,0,0,0
202749,23195713,2022-08-31 00:00:00,1,1,1
1180953,20689523,,0,0,0
872802,12540515,,0,0,0
614073,8173209,,0,0,0
1571739,14775993,,0,0,0
2155150,8313413,,0,0,0
2093956,23395863,,0,0,0
1736579,22553967,,0,0,0
522444,9655943,2022-09-09 00:00:00,1,0,1
1078631,4625161,,0,0,0
860306,16317799,,0,0,0
1533266,24153047,,0,0,0
833952,432701,,0,0,0
1658108,15556091,,0,0,0
634889,22101805,,0,0,0
1462924,11976755,,0,0,0
2287696,3574761,,0,0,0
2046616,21553051,,0,0,0
1726635,23531701,,0,0,0
530782,20060191,,0,0,0
2068357,17985637,,0,0,0
375337,12774861,2013-06-09 00:00:00,0,0,0
1455366,19023727,,0,0,0
259863,23956187,,0,0,0
1239290,21783343,,0,0,0
2064669,3041703,,0,0,0
2031478,13913521,,0,0,0
2201886,25551217,,0,0,0
1221794,18314029,,0,0,0
1310624,10593779,,0,0,0
1026889,6755451,,0,0,0
421140,4911951,,0,0,0
1435464,17375097,,0,0,0
629896,20677289,,0,0,0
1264710,21999497,,0,0,0
1736816,11083873,,0,0,0
1505669,23534765,,0,0,0
480254,24538449,,0,0,0
1635493,23113915,,0,0,0
1009772,23799227,,0,0,0
1910970,24551485,,0,0,0
2298621,24716817,,0,0,0
1838297,24871871,,0,0,0
1327368,2636055,,0,0,0
1162985,3457619,,0,0,0
2223535,25172637,,0,0,0
206299,22455349,,0,0,0
1080944,12035383,,0,0,0
2004348,23867885,,0,0,0
895013,23214655,,0,0,0
925878,2398745,,0,0,0
2263121,6325289,,0,0,0
536194,24220657,,0,0,0
1677138,7599071,2018-04-06 00:00:00,0,0,0
316278,25009501,,0,0,0
917441,24744917,,0,0,0
875746,18314799,,0,0,0
1632109,4554151,,0,0,0
423336,23123839,,0,0,0
755321,22946229,,0,0,0
1571000,21804397,2022-09-09 00:00:00,1,0,1
2288161,20164383,,0,0,0
1050089,25236027,,0,0,0
484086,11758839,,0,0,0
1660172,727589,,0,0,0
486826,21440107,,0,0,0
151078,22730687,,0,0,0
997652,5309067,,0,0,0
205511,23742031,,0,0,0
1959639,19676989,,0,0,0
352330,24409355,,0,0,0
865204,25167713,,0,0,0
1770710,9061245,,0,0,0
2058018,23502195,,0,0,0
126123,6253713,,0,0,0
2329812,14477741,,0,0,0
931798,2628427,,0,0,0
1396453,25293717,,0,0,0
838004,22330113,,0,0,0
1894129,24876443,,0,0,0
1799558,25509169,,0,0,0
1947106,24353893,,0,0,0
406429,25232187,,0,0,0
1963298,24416955,,0,0,0
1007577,22003929,,0,0,0
926202,19060283,,0,0,0
1008027,15511229,,0,0,0
139560,3492511,,0,0,0
1645427,5130323,,0,0,0
2051283,16636083,,0,0,0
2163687,6429463,,0,0,0
761557,14214421,,0,0,0
1695995,4261899,,0,0,0
1255880,7301537,,0,0,0
901570,25198023,,0,0,0
1730108,1898633,2022-06-03 00:00:00,0,0,0
1415033,24885047,,0,0,0
61622,9357133,,0,0,0
863710,24771127,,0,0,0
2113409,24650387,,0,0,0
1282881,3886365,,0,0,0
2276034,23228049,,0,0,0
1815075,16083339,,0,0,0
584888,14233665,,0,0,0
1628428,14806067,,0,0,0
509643,17661831,,0,0,0
906027,11583395,,0,0,0
1729824,18502055,2018-04-15 00:00:00,0,0,0
790433,25502359,,0,0,0
985191,11108601,,0,0,0
2346443,11977471,,0,0,0
2142631,6276253,,0,0,0
958781,23983969,,0,0,0
192094,22114919,,0,0,0
2147026,24575353,,0,0,0
596106,10230881,,0,0,0
1310148,17090925,,0,0,0
32684,20331805,,0,0,0
81378,14300693,,0,0,0
206848,20644311,,0,0,0
1217620,10612483,,0,0,0
449236,3617039,,0,0,0
697085,25556311,,0,0,0
670106,19822849,,0,0,0
1596596,25526039,,0,0,0
1638599,4890589,,0,0,0
1582725,15793321,,0,0,0
307898,22532175,,0,0,0
1803335,14988155,,0,0,0
978376,20281463,,0,0,0
962912,45643,,0,0,0
1291656,20266393,,0,0,0
1082893,24900621,,0,0,0
1156487,24187497,,0,0,0
733339,6420429,,0,0,0
1813012,4790375,,0,0,0
2177458,21999019,,0,0,0
1358362,24020015,,0,0,0
1317988,6454273,,0,0,0
2331060,24314871,,0,0,0
1801984,24309391,,0,0,0
1677442,21206459,,0,0,0
1569856,3379647,,0,0,0
964002,6804577,,0,0,0
1348488,17122215,,0,0,0
1844773,11439353,,0,0,0
1329164,2433137,,0,0,0
650800,24455251,,0,0,0
1908236,25372409,,0,0,0
2112170,24551441,,0,0,0
2028441,22133389,,0,0,0
580702,5987945,,0,0,0
1225120,20068271,,0,0,0
1090862,8734297,,0,0,0
256671,25069437,,0,0,0
334119,25089245,,0,0,0
126990,22157011,,0,0,0
1483824,7032567,,0,0,0
1503740,24477943,,0,0,0
502861,21039749,,0,0,0
2343415,18156879,,0,0,0
480354,24437151,,0,0,0
1170166,17367669,,0,0,0
284997,8909985,,0,0,0
1650220,10124445,,0,0,0
384666,24507853,,0,0,0
2171241,11521343,,0,0,0
639655,21060005,,0,0,0
1239787,19212659,,0,0,0
2137656,21694727,,0,0,0
2264234,4487091,,0,0,0
1617178,25180323,,0,0,0
1026284,21069957,,0,0,0
1694160,21062813,,0,0,0
935828,24099247,,0,0,0
1563274,23212563,,0,0,0
1110181,4038603,,0,0,0
875565,20847025,,0,0,0
300379,4611257,,0,0,0
1048561,25225233,,0,0,0
1802934,21020129,,0,0,0
224421,23120901,,0,0,0
122531,18120003,,0,0,0
612598,18727701,,0,0,0
2278,23390675,,0,0,0
819251,22313201,,0,0,0
716757,22856669,,0,0,0
1100322,20096181,,0,0,0
1545171,24201523,,0,0,0
2271339,20010867,,0,0,0
613896,18591639,,0,0,0
1482748,3477753,,0,0,0
221157,25345077,,0,0,0
645381,23387007,,0,0,0
307753,4891817,,0,0,0
321191,17123045,,0,0,0
907319,21020495,,0,0,0
2286988,7708655,,0,0,0
1619426,16211255,,0,0,0
1518656,10913629,,0,0,0
1935062,22436959,,0,0,0
884954,25149227,,0,0,0
615002,7838921,,0,0,0
1337084,11820643,,0,0,0
1043274,6781977,,0,0,0
330600,23235339,,0,0,0
1949232,25244473,,0,0,0
1628642,17940545,,0,0,0
598849,3964677,,0,0,0
1679206,18065745,,0,0,0
468000,18712893,,0,0,0
1691834,23509169,,0,0,0
271708,15406957,,0,0,0
2344147,18902325,,0,0,0
853583,14827505,,0,0,0
1925959,825487,,0,0,0
382480,17791361,,0,0,0
1787569,8150465,,0,0,0
1135532,3057865,,0,0,0
1762043,23269605,,0,0,0
385754,24594195,,0,0,0
977677,1213785,,0,0,0
332236,23339547,,0,0,0
1456932,18117137,,0,0,0
1968875,10908593,,0,0,0
29649,5109041,,0,0,0
1646240,5699533,2013-06-19 00:00:00,0,0,0
1114419,7971803,2014-10-30 00:00:00,0,0,0
1165053,8144843,,0,0,0
1217304,17567523,,0,0,0
767453,24369037,,0,0,0
656937,13523961,,0,0,0
1957406,22269585,,0,0,0
2172644,4914211,,0,0,0
1893084,25145097,,0,0,0
1561375,25180491,,0,0,0
469864,22594043,,0,0,0
2237165,4564363,,0,0,0
185250,23126289,,0,0,0
238169,22327115,,0,0,0
1656879,18176189,,0,0,0
749004,22558505,,0,0,0
1650453,17270277,,0,0,0
439929,24259211,,0,0,0
20030,24398269,,0,0,0
454471,4683339,,0,0,0
417935,984343,,0,0,0
687984,23899481,2022-09-03 00:00:00,1,0,1
1656739,9213387,,0,0,0
2020460,25370197,2022-09-16 00:00:00,1,0,1
1551774,8248699,,0,0,0
1263432,20032857,,0,0,0
1972094,8079863,,0,0,0
592415,5362803,,0,0,0
1722286,5629295,,0,0,0
1072949,13159041,,0,0,0
22732,24056567,,0,0,0
424547,24467967,,0,0,0
1722257,19773025,,0,0,0
1223462,5639333,,0,0,0
809184,25226031,,0,0,0
1126220,22455657,,0,0,0
41824,16586871,,0,0,0
1213503,23849409,,0,0,0
2219619,2418679,,0,0,0
1780240,24080389,,0,0,0
1934242,19089155,,0,0,0
648572,22130067,,0,0,0
2132445,24676845,,0,0,0
2160519,7696389,,0,0,0
364426,12050227,,0,0,0
215666,22111739,,0,0,0
956856,23405239,,0,0,0
165746,23897181,,0,0,0
1341348,22756297,,0,0,0
325368,21040843,,0,0,0
2333379,25525723,,0,0,0
1242484,23728655,,0,0,0
1471526,24034331,,0,0,0
1655059,23847971,,0,0,0
1073145,18647895,,0,0,0
1296175,18169221,,0,0,0
1455238,21595489,,0,0,0
1699842,1694919,,0,0,0
1698111,19883209,,0,0,0
113474,23473853,,0,0,0
241701,25452605,,0,0,0
1516987,18526887,,0,0,0
628020,25213879,,0,0,0
803166,21264787,,0,0,0
2108079,19377509,,0,0,0
180713,14884555,,0,0,0
1453044,23921451,,0,0,0
733292,12628415,,0,0,0
200554,19100187,,0,0,0
1444068,17400937,,0,0,0
1477463,10811915,,0,0,0
2030010,13067363,,0,0,0
72945,18837977,,0,0,0
1152034,20232653,,0,0,0
1802484,24974133,,0,0,0
1321656,23831697,2022-09-14 00:00:00,1,0,1
353771,11881719,,0,0,0
524901,6906635,,0,0,0
823786,241265,,0,0,0
2312560,23103637,,0,0,0
1591308,19697693,,0,0,0
2200189,16877517,,0,0,0
2327574,2350121,,0,0,0
105371,20856047,,0,0,0
1503876,24695231,,0,0,0
298060,24172125,,0,0,0
733965,24872783,,0,0,0
2024879,10672297,,0,0,0
372012,8930197,,0,0,0
301550,9549813,,0,0,0
1204436,25545625,,0,0,0
2242430,22972563,,0,0,0
735444,24808963,,0,0,0
2028094,18958915,,0,0,0
1773557,7951283,,0,0,0
2021026,25419007,,0,0,0
1947928,24744353,,0,0,0
59570,25195891,,0,0,0
335077,24156243,,0,0,0
790173,23765581,,0,0,0
846405,23872221,,0,0,0
551203,23610305,,0,0,0
1841276,14088525,,0,0,0
459471,23632221,,0,0,0
1585291,20378073,,0,0,0
1621276,23650603,,0,0,0
711894,18978677,,0,0,0
1361496,25357757,,0,0,0
1219663,22044239,,0,0,0
335692,16364817,,0,0,0
459953,24540425,,0,0,0
1056249,2453399,,0,0,0
155890,1805923,,0,0,0
168974,23198789,,0,0,0
1612769,22279347,,0,0,0
2249083,12580719,,0,0,0
429016,11518067,,0,0,0
1707352,25097393,,0,0,0
600735,21738655,,0,0,0
1701444,8922619,,0,0,0
2184703,23652955,,0,0,0
954280,24477301,,0,0,0
1019292,22378061,,0,0,0
538061,20961693,2019-08-23 00:00:00,0,0,0
871205,13471935,,0,0,0
838740,16087847,,0,0,0
429274,15815873,,0,0,0
2090901,19252887,,0,0,0
2154908,12931643,,0,0,0
259569,24819631,,0,0,0
1050240,23548987,,0,0,0
993050,24833745,,0,0,0
1772062,7891401,,0,0,0
499608,23604691,,0,0,0
307429,14971019,,0,0,0
538666,8670341,,0,0,0
2129027,24830729,,0,0,0
28561,6541691,,0,0,0
199785,22389323,,0,0,0
1544006,25230023,,0,0,0
866402,24591579,,0,0,0
365518,19652497,,0,0,0
1700096,7269463,,0,0,0
632030,9580613,,0,0,0
2127317,20918571,,0,0,0
1861975,13656759,,0,0,0
1618569,24715753,,0,0,0
1971171,8424475,,0,0,0
2061880,8580843,,0,0,0
2114891,25595161,,0,0,0
1149409,22403579,,0,0,0
708061,3336141,,0,0,0
2235660,7953633,,0,0,0
2274208,18683345,,0,0,0
61701,13339305,,0,0,0
178150,20218217,,0,0,0
12826,19816561,,0,0,0
519016,22316303,,0,0,0
80956,7175057,,0,0,0
1978971,16856397,,0,0,0
1378271,23571309,,0,0,0
328362,22454531,,0,0,0
912153,17951413,,0,0,0
2328436,21879977,,0,0,0
509863,9624635,,0,0,0
2101654,19487727,,0,0,0
727164,14950721,,0,0,0
107599,10136289,,0,0,0
1564136,19443939,,0,0,0
1189864,548171,,0,0,0
312624,22740933,,0,0,0
1512254,10183753,,0,0,0
287337,18904415,,0,0,0
829692,23903975,,0,0,0
2137189,17825077,,0,0,0
414403,23598123,,0,0,0
978692,21177751,,0,0,0
1612535,18417495,,0,0,0
861765,25354989,,0,0,0
1281483,4883637,,0,0,0
1982396,25366485,,0,0,0
2105778,8358233,,0,0,0
1727135,24227979,,0,0,0
154732,19849075,,0,0,0
1351783,16286027,,0,0,0
2252716,17335089,,0,0,0
1265758,23348777,,0,0,0
1217476,14314615,,0,0,0
417433,15804563,,0,0,0
245449,12894009,,0,0,0
1331902,1086023,,0,0,0
1108352,6981769,,0,0,0
400443,20597017,,0,0,0
708788,21374057,,0,0,0
1920641,2312421,,0,0,0
415783,19469773,,0,0,0
967880,16306509,,0,0,0
1243181,20002841,,0,0,0
584185,22378469,,0,0,0
755988,23900881,,0,0,0
61611,19439035,,0,0,0
1677103,10476219,,0,0,0
2188972,18140599,,0,0,0
1464288,19931745,,0,0,0
276396,25404199,,0,0,0
1166920,6985511,,0,0,0
2104340,4042169,,0,0,0
142008,24884827,,0,0,0
352946,25595189,,0,0,0
949655,7926037,,0,0,0
994479,24371823,,0,0,0
1750829,7467413,,0,0,0
701495,24172347,,0,0,0
953279,182445,,0,0,0
1646611,4741971,,0,0,0
118455,21507505,,0,0,0
894258,21411893,,0,0,0
1187438,17246941,,0,0,0
1192227,22624967,,0,0,0
503707,8519883,,0,0,0
1663819,11314019,,0,0,0
1818319,22775271,,0,0,0
324431,9601017,2013-10-19 00:00:00,0,0,0
586323,21808953,,0,0,0
1548651,20399755,,0,0,0
2239819,25140691,,0,0,0
1024835,16609589,,0,0,0
1093768,8908365,,0,0,0
1133586,9218855,2018-10-05 00:00:00,0,0,0
1027595,24777923,,0,0,0
194185,12951917,,0,0,0
1880210,5545867,,0,0,0
1305689,23959723,,0,0,0
311975,25325637,,0,0,0
833698,2674871,,0,0,0
307564,14365723,,0,0,0
189806,12081251,,0,0,0
255887,24378395,,0,0,0
423785,25322459,,0,0,0
180560,9149773,,0,0,0
1833366,7294113,,0,0,0
591566,23930451,,0,0,0
1312445,13054145,,0,0,0
215955,12735187,,0,0,0
293107,23800779,,0,0,0
1674303,24613221,,0,0,0
1595931,24312019,,0,0,0
251528,3727441,,0,0,0
2137899,17909561,,0,0,0
1421969,19540975,,0,0,0
948268,15928369,,0,0,0
970332,979741,,0,0,0
71332,952311,,0,0,0
1884784,14145473,,0,0,0
574329,12792877,,0,0,0
1807405,6149639,,0,0,0
1032290,25431767,,0,0,0
2313566,23082289,,0,0,0
23733,8040331,,0,0,0
395500,20939557,,0,0,0
1430538,25038221,,0,0,0
1722047,20938245,,0,0,0
1597515,23242441,,0,0,0
823179,20443885,,0,0,0
918679,25174919,,0,0,0
1109112,1809365,,0,0,0
1257334,4465979,,0,0,0
531892,23198975,,0,0,0
409166,11905753,,0,0,0
743723,3872027,,0,0,0
174623,6681933,,0,0,0
1694683,8176061,,0,0,0
1573026,21950487,,0,0,0
1558184,17127009,,0,0,0
1254732,22556417,,0,0,0
878034,4071943,,0,0,0
1714342,7658145,,0,0,0
1845874,7386539,,0,0,0
2016159,12929567,,0,0,0
4305,24867459,,0,0,0
151612,24496975,,0,0,0
2071611,8434123,,0,0,0
475063,19175675,,0,0,0
123170,18956403,,0,0,0
2122768,17121163,,0,0,0
711618,1652761,,0,0,0
1646299,21650685,,0,0,0
1186158,22368855,,0,0,0
1873830,23006465,,0,0,0
1148863,23840405,,0,0,0
940813,10042329,,0,0,0
341058,22237967,2022-09-22 00:00:00,1,0,1
187303,24694363,,0,0,0
353691,20027759,,0,0,0
2083912,2723347,,0,0,0
877035,19535975,,0,0,0
1014513,6007919,,0,0,0
1909596,25161321,,0,0,0
2115258,22874673,,0,0,0
37881,24386547,,0,0,0
1762304,24317065,,0,0,0
2278603,25606609,,0,0,0
1076498,25521325,,0,0,0
401876,19274029,2022-09-13 00:00:00,1,0,1
1718905,7329747,,0,0,0
2294860,23808773,,0,0,0
1771568,10189207,,0,0,0
1096463,7603569,,0,0,0
2124428,21322975,,0,0,0
1104189,25422679,,0,0,0
1581324,24539313,,0,0,0
2045757,3572043,,0,0,0
1769886,21130469,,0,0,0
103482,5309803,,0,0,0
1376123,23629437,,0,0,0
1845629,10200089,,0,0,0
582630,21978799,,0,0,0
2072423,11541235,,0,0,0
644246,24144977,,0,0,0
812317,12303707,,0,0,0
1587146,10953293,,0,0,0
766373,17453791,,0,0,0
2191774,13981127,,0,0,0
849092,18387111,,0,0,0
595769,10223751,,0,0,0
436760,22577693,,0,0,0
1391137,7087917,,0,0,0
2329377,23746905,,0,0,0
2010914,13597475,,0,0,0
522833,10363367,,0,0,0
471549,21286357,,0,0,0
697540,25522411,,0,0,0
1468015,25371427,,0,0,0
385291,23943611,,0,0,0
1510830,16765223,,0,0,0
769387,18736511,,0,0,0
2254546,3541461,,0,0,0
2142757,21866097,,0,0,0
547815,40215,,0,0,0
1829215,13007491,,0,0,0
101049,22780589,,0,0,0
1116724,543409,,0,0,0
594622,2315181,,0,0,0
1205407,7205459,,0,0,0
70449,19452641,,0,0,0
1627059,1477113,,0,0,0
1141996,24887229,,0,0,0
65781,25132317,,0,0,0
262116,19038191,,0,0,0
1059942,18171733,,0,0,0
1109302,73873,,0,0,0
1041088,20894545,2022-09-22 00:00:00,1,0,1
1215713,23648895,,0,0,0
1528091,19796919,,0,0,0
2025242,17376991,2018-11-07 00:00:00,0,0,0
752370,24279005,,0,0,0
613011,8451383,,0,0,0
753694,25022305,,0,0,0
840575,2884405,,0,0,0
956332,24116431,,0,0,0
2040438,23998571,,0,0,0
530250,25242671,,0,0,0
755113,25147035,,0,0,0
1254374,2171709,,0,0,0
1562232,23922271,,0,0,0
2073784,25007351,,0,0,0
2143216,9930553,,0,0,0
1192066,1024193,,0,0,0
952186,12708239,,0,0,0
2325273,16536203,,0,0,0
799129,2029745,,0,0,0
2338576,20579075,,0,0,0
1070571,20332655,,0,0,0
434324,11834903,,0,0,0
298338,13449443,,0,0,0
1858318,8579847,,0,0,0
1962230,5612891,,0,0,0
1559413,24712533,,0,0,0
201089,14375269,,0,0,0
1812118,10813877,,0,0,0
1332343,600665,,0,0,0
1001616,7403591,,0,0,0
1335761,15089601,,0,0,0
229596,22802423,,0,0,0
1519917,6385711,,0,0,0
483960,10817993,,0,0,0
967889,18842963,,0,0,0
629565,2382445,,0,0,0
294664,25188597,,0,0,0
1171172,19837895,,0,0,0
623830,25152769,,0,0,0
2160125,4230383,,0,0,0
396685,18330975,,0,0,0
2212417,1821507,,0,0,0
1405064,13264423,,0,0,0
847336,23189301,2022-09-01 00:00:00,1,1,1
631306,18256959,,0,0,0
1719661,16621781,,0,0,0
1216449,22227415,,0,0,0
805806,8325059,,0,0,0
341615,17510479,,0,0,0
2076470,25428101,,0,0,0
15037,17058813,,0,0,0
1583437,20544323,,0,0,0
1028232,23479181,,0,0,0
1283000,20063173,,0,0,0
609455,24530703,,0,0,0
2210676,3849597,,0,0,0
2292481,16908837,,0,0,0
520852,19293549,,0,0,0
90954,19104781,,0,0,0
503166,13098323,,0,0,0
183374,23196747,,0,0,0
796376,22323011,,0,0,0
1410841,9054803,,0,0,0
109126,23187305,,0,0,0
488011,11838235,,0,0,0
2115652,20716083,,0,0,0
1760567,21442691,,0,0,0
189898,16004069,,0,0,0
1485329,25556949,,0,0,0
831275,12140389,,0,0,0
945076,13014631,,0,0,0
824997,24013187,,0,0,0
1324110,20599665,,0,0,0
1290630,17769545,,0,0,0
1395585,25181659,,0,0,0
1689505,23918071,,0,0,0
2044481,16188835,,0,0,0
1747452,24876323,,0,0,0
1866119,1266981,,0,0,0
2125766,17692647,,0,0,0
1090265,3039777,,0,0,0
1085658,23093753,,0,0,0
1884216,18575973,,0,0,0
74236,24989255,,0,0,0
874795,10983799,,0,0,0
1337266,17342029,,0,0,0
1098345,14237553,,0,0,0
1458667,20410907,,0,0,0
912409,20854997,,0,0,0
788678,24745975,,0,0,0
1430005,9788135,,0,0,0
723604,24224173,,0,0,0
504961,2482761,,0,0,0
481383,25311725,,0,0,0
1809942,19498225,,0,0,0
423762,23590287,,0,0,0
1204596,2703223,,0,0,0
1967510,22760803,,0,0,0
708181,12373991,,0,0,0
774788,24540059,,0,0,0
1684705,11412675,,0,0,0
1250716,24113437,,0,0,0
820559,12232067,,0,0,0
252595,22196635,,0,0,0
1393358,17151561,,0,0,0
827731,23997803,,0,0,0
1592770,3528615,2017-03-22 00:00:00,0,0,0
405725,24251259,,0,0,0
49067,20776637,,0,0,0
2176694,9447111,,0,0,0
101903,18600857,,0,0,0
1703940,22386203,,0,0,0
14217,22000357,,0,0,0
1959921,11737865,,0,0,0
2012026,21474595,,0,0,0
348698,23395127,,0,0,0
1038518,18790461,,0,0,0
2231768,12261101,,0,0,0
1455157,19751721,,0,0,0
384056,3399627,,0,0,0
1544540,22852381,,0,0,0
1107073,17872949,,0,0,0
555807,12566231,,0,0,0
1790605,21864355,,0,0,0
60619,4130765,,0,0,0
1340152,25402027,,0,0,0
68435,7726583,,0,0,0
278724,24971255,,0,0,0
836087,7324761,,0,0,0
1424201,22532233,,0,0,0
209877,16487599,,0,0,0
2133408,24349709,,0,0,0
978450,6467389,,0,0,0
843523,23997559,,0,0,0
422246,24491911,,0,0,0
529237,7471907,,0,0,0
95376,24544069,,0,0,0
2132949,25423397,,0,0,0
158930,9774433,,0,0,0
424223,24233001,,0,0,0
1811380,9433539,,0,0,0
443626,23031395,,0,0,0
219481,19822057,,0,0,0
1880791,18762035,,0,0,0
2069779,8168695,,0,0,0
79231,8089181,,0,0,0
113218,23735375,,0,0,0
969831,16710285,,0,0,0
1826499,8088583,,0,0,0
567597,16603833,,0,0,0
1065690,23825003,2022-05-26 00:00:00,0,0,0
1701023,21870175,,0,0,0
1513547,20211709,,0,0,0
1868675,12416783,,0,0,0
140343,3490355,,0,0,0
1984717,23492035,,0,0,0
1429318,10549627,,0,0,0
1907725,3653143,,0,0,0
1745766,23667047,,0,0,0
1848152,19444305,,0,0,0
1634463,24720373,,0,0,0
1500342,20651237,,0,0,0
912085,2673475,,0,0,0
2201575,20707723,,0,0,0
896554,21264965,,0,0,0
293099,23886831,,0,0,0
1720296,24794047,,0,0,0
529574,18207231,,0,0,0
2089370,385871,,0,0,0
1922191,10295509,,0,0,0
1535969,22085585,,0,0,0
1933925,7475175,,0,0,0
2153920,4461039,,0,0,0
1192835,24556193,,0,0,0
889019,22109449,,0,0,0
582952,6545447,,0,0,0
2325655,22120081,,0,0,0
2098929,1754487,,0,0,0
1342330,24707223,,0,0,0
1106067,25323299,,0,0,0
516593,24911605,,0,0,0
31186,9359357,,0,0,0
463541,6833127,,0,0,0
983497,17162579,,0,0,0
2088650,19848473,,0,0,0
199791,8725939,,0,0,0
2007521,10176969,,0,0,0
881260,24058135,,0,0,0
922156,3642789,,0,0,0
1740296,3492011,,0,0,0
1218727,9643339,,0,0,0
832673,821943,,0,0,0
1892837,25573301,,0,0,0
1132401,1801103,,0,0,0
286053,20558307,,0,0,0
1754481,20673251,,0,0,0
1677341,20563635,,0,0,0
170542,3627889,,0,0,0
1523099,25252681,2022-09-28 00:00:00,1,0,1
381557,20346867,,0,0,0
272198,16805455,,0,0,0
1331575,17087209,,0,0,0
487528,22375525,,0,0,0
1150169,9025817,,0,0,0
2087879,11575215,,0,0,0
400546,18487023,,0,0,0
692447,9179163,,0,0,0
17717,7267999,,0,0,0
1088964,15129307,,0,0,0
703961,18692865,,0,0,0
